id,price
0,1302.69
1,6517.978095238094
2,1658.372
3,3928.85
4,1812.1584523809524
5,10068.1
6,714.34
7,938.395
8,768.8
9,14020.88
10,425.11583333333334
11,869.085
12,1122.5126666666667
13,1754.9136666666666
14,1638.397333333333
15,3209.78
16,1347.83
17,1012.86
18,2856.91
19,1755.18
20,5570.386666666666
21,6532.62
22,3184.16
23,15574.98
24,635.4533333333333
25,5477.07
26,1376.121666666667
27,10183.81
28,480.8
29,869.7207142857144
30,7143.8066666666655
31,620.6913333333333
32,550.3043333333334
33,881.51
34,1789.7916666666665
35,17321.085
36,918.21
37,550.2295238095238
38,1045.3866666666668
39,1833.53
40,3734.67
41,6087.94
42,6399.483333333333
43,2483.31
44,7871.4
45,6526.17
46,5420.97
47,2446.82
48,2847.83
49,4408.99
50,683.6
51,5087.31
52,885.7066666666666
53,10905.936666666665
54,777.8369047619049
55,7763.58
56,476.125
57,629.7726666666667
58,695.03
59,2343.53
60,786.155
61,951.25
62,432.3603571428571
63,4863.12
64,3238.81
65,993.8347500000001
66,519.175
67,790.75
68,779.11
69,577.6275
70,1946.2395
71,11210.43
72,718.15
73,1517.1
74,3636.97
75,1712.68
76,918.5836666666667
77,9791.38
78,2515.5
79,2300.44
80,1044.8225
81,2771.055
82,9330.475
83,575.987
84,827.8675
85,1076.25
86,2209.83
87,1185.05
88,2698.47
89,6701.363333333333
90,1312.31
91,1650.67
92,812.02
93,5698.92
94,1166.19
95,397.42
96,746.3589999999999
97,10197.79
98,657.8566666666666
99,5804.886666666666
100,6137.918333333332
101,9568.65
102,4536.47
103,16924.85
104,14244.658000000001
105,844.5666666666667
106,509.51
107,547.2491666666667
108,5091.6
109,2032.794583333333
110,4132.053333333333
111,6007.2525
112,3737.89
113,768.73
114,8398.2
115,1698.39
116,1555.68
117,1001.1083333333335
118,1256.41
119,2534.51
120,1803.22
121,2077.82
122,14596.958333333336
123,12178.09
124,8012.273333333333
125,847.24
126,634.16
127,948.7463333333333
128,3458.98
129,649.8315
130,3707.282
131,2457.67
132,10174.33
133,743.4747958152958
134,2417.32
135,745.7823333333333
136,8019.3
137,15428.56
138,1215.3206666666667
139,4153.05
140,2298.34
141,4416.69
142,1736.2766666666669
143,10697.2
144,3768.66
145,1146.8
146,858.49
147,2090.24
148,2234.26
149,1936.726666666667
150,5480.993333333333
151,4712.0725
152,2557.28
153,1338.2
154,1162.6966666666667
155,783.76
156,1677.745
157,1635.54
158,1051.985
159,2259.54
160,1807.45
161,2439.47
162,1653.19
163,884.1283333333333
164,735.4006666666667
165,4537.07
166,651.575
167,1186.13
168,16873.89
169,2484.714
170,3545.3514999999998
171,1346.6629999999998
172,588.9093333333333
173,2200.71
174,8104.635666666668
175,4359.46
176,4657.303333333332
177,4839.74
178,4833.04
179,1260.45
180,13444.418500000002
181,668.375
182,9685.94
183,1665.3
184,1136.625
185,7232.8125
186,915.2
187,2576.03
188,2047.49
189,794.7566666666665
190,4221.4
191,594.1619999999999
192,2394.015
193,10454.278333333334
194,2311.36
195,1251.4125
196,13387.27
197,802.4
198,740.265
199,780.51
200,4399.3
201,2676.51
202,802.5
203,848.1783333333333
204,5036.32
205,1980.01
206,15731.363333333333
207,13475.84
208,4254.615
209,747.725
210,5421.576666666668
211,2248.8
212,3563.42
213,2942.743333333334
214,980.7056666666666
215,5630.12
216,2002.5
217,705.51
218,4752.36
219,674.11
220,1869.34
221,1716.9833333333333
222,1266.42
223,15518.13
224,2041.828
225,1391.28
226,2934.745833333333
227,4441.76
228,701.3601666666666
229,5699.52
230,7954.675
231,3140.91
232,836.5590476190476
233,588.72
234,1483.43
235,1646.0
236,2015.04
237,786.59
238,734.6026666666667
239,8499.44
240,1227.4623333333332
241,4322.71
242,8396.17
243,9000.73
244,887.01
245,2218.67
246,14858.755
247,4135.315
248,414.36
249,953.7816666666668
250,2543.41
251,738.2080000000001
252,857.16
253,2750.49
254,15363.03
255,9321.34
256,15081.207
257,755.57
258,6197.111333333334
259,423.41
260,659.4130000000001
261,8502.175
262,10731.31
263,2064.99
264,826.98
265,2019.38
266,790.9438333333333
267,522.545
268,975.875
269,3305.56
270,1664.95
271,2326.22
272,3823.7205
273,4022.466333333333
274,990.0319841269842
275,455.21
276,966.84
277,775.495
278,3930.6116666666667
279,4697.819
280,990.75
281,606.596
282,2321.235
283,997.6075
284,637.98
285,15564.32
286,623.7858333333332
287,10134.165
288,14073.42
289,705.21
290,774.88
291,1020.3066666666666
292,1100.9138333333333
293,2565.85
294,5355.54
295,933.44
296,7849.53
297,4228.0
298,3092.67
299,1726.043333333333
300,1008.4483333333334
301,575.75
302,471.64
303,2773.9225
304,4183.0
305,14829.846000000001
306,4387.0
307,4675.31
308,857.6166666666666
309,5570.53
310,1219.71
311,677.925
312,3307.82
313,2270.92
314,4096.551666666667
315,1868.25
316,6601.31
317,16306.69
318,13817.65
319,991.565
320,11847.71
321,6633.716666666667
322,9935.39
323,816.815
324,608.0055
325,16189.39
326,921.73
327,1123.62
328,2534.083
329,982.6943333333334
330,2357.72
331,1512.41
332,881.5
333,800.3403571428571
334,2516.4
335,896.7869999999998
336,688.6371666666668
337,869.7533333333334
338,2529.37
339,3713.505
340,6589.9125
341,12746.9
342,740.5525
343,2236.1476666666663
344,1687.5575
345,3961.37
346,2106.375
347,1140.8266666666668
348,10872.163333333332
349,10056.75
350,6932.18
351,2668.26
352,1118.27
353,2427.4508333333333
354,946.25
355,2771.3
356,937.0189999999999
357,3351.64
358,3370.87
359,2963.44
360,777.96
361,772.88
362,1799.003333333333
363,846.4133333333334
364,606.75
365,3898.3033333333337
366,525.2080000000001
367,1112.745
368,1941.88
369,2661.33
370,933.2033333333334
371,2513.69
372,556.6400000000001
373,1100.9141666666667
374,624.143
375,5005.27
376,828.7165
377,683.02
378,5024.235
379,3836.47
380,812.0633333333333
381,1825.42
382,16405.212
383,486.62
384,1095.52
385,796.545
386,6275.77
387,710.5481666666667
388,5892.55
389,7145.746
390,938.64
391,16785.62
392,9334.89
393,3891.8
394,1861.82
395,1652.36
396,5069.25
397,2387.34
398,2499.89
399,1893.068166666667
400,1694.59
401,1829.19
402,2618.9616666666666
403,1078.49
404,899.405
405,2020.76
406,686.4853333333334
407,807.4233333333333
408,623.835
409,6770.707333333333
410,6616.303333333332
411,1138.0
412,977.93
413,1601.3419999999996
414,17776.32
415,3928.0525
416,955.1575
417,1258.5
418,752.0646666666668
419,4686.12
420,715.53
421,493.025
422,5537.13
423,8143.98
424,2260.93
425,4133.136285714286
426,3867.712
427,2167.41
428,1892.74
429,603.9058333333334
430,688.68
431,947.99
432,4179.15
433,1067.62
434,5917.8166666666675
435,2420.41
436,801.8491666666669
437,2447.1
438,5158.4
439,1052.92
440,6263.446666666668
441,3971.74
442,565.585
443,1956.155595238095
444,1435.24
445,2017.49
446,1461.06
447,16686.5225
448,1296.56
449,904.2
450,1424.45
451,11052.245833333332
452,835.075
453,465.99699999999996
454,7569.37
455,4758.67
456,805.5216666666668
457,4220.845
458,4523.71
459,1098.97
460,2521.9
461,1758.783333333333
462,727.9625
463,5198.2275
464,7135.46
465,3804.3433333333323
